Name,Description,Website
WePower,a blockchain-based green energy trading platform,https://wepower.network/
Solar Bankers,the first Peer-to-Peer Energy Trading platform,https://solarbankers.com
Electraseed Fund,"a solar SHS system with Blockchain tech integrated for various applications (banking, energy, connectivity…) in open-source/free licence",http://electraseed.com/
Freeelio,a decentralized digital intelligence that learns to make electricity usage more productive,https://freeel.io
Lutricity,"a partnership with the city of Ludwigshafen in Germany to create a self-sufficient microgrid with distributed producers and consumers, which can control and balance itself via the blockchain. (Project seems inactive or has been aborted)",http://www.twl.de/de/Unternehmen/Newsroom/Pressemeldungen/Pressearchiv1/Pressemitteilungen/TWL-testet-Blockchain-Technologie-und-simuliert-Energiemarkt-von-morgen.html
Stadwerk Uelzen,a German local energy provider developping and app that brings 50 electricity consumers with 15 producersbers. (Project seems inactive or has been aborted),https://www.zfk.de/digitalisierung/smart-energy/artikel/chance-blockchain-fuer-stadtwerke-2018-02-18/
Sonnen,"a German company producing home energy storage systems for private households and small businesses, developping several blockchain applications",https://sonnengroup.com
Sonnen & Mandalay Homes,a project involving the start-up Sonnen to bring blockchain-based Virtual Power Plants to 2900 Home projects from Mandalay Home in the USA,https://www.sonnenklar.tv/
Sunchain,"a French start-up using blockchain to develop smart energy solutions for applications such as collective autoconsumption, certification, green mobility",https://www.sunchain.fr/
GrünStromJeton (Stromhaltig.de),"a green coin ""GrünStromJeton to track the source of your renewable energy, by the blog Stromhaltig.de and Corrently",https://stromhaltig.de/
"
Clearwatts",a blockchain platform to enable multi-party trustworthy collaboration for energy contracts between offshore wind farms and their customers,https://www.clearwatts.com/
PowerToShare (ToBlockchain),a blockchain based energy information exchange that will act as the nerve system in transformed energy markets,http://www.powertoshare.eu/
Open Energy Network,"an innovation project as part of the Rotterdam Blocklab, that focuses on the safety of the system: how can smart meters securely store data in a blockchain?",https://www.portofrotterdam.com/en/news-and-press-releases/blocklab-rotterdam-starts-innovation-projects-for-energy-challenges
Engie & Air Products,"a partnership to allow AIR PRODUCTS to maximise, trace and certify the green energy used in its manufacturing process, using blockchain technology",https://www.engie.com/en/journalists/press-releases/air-products-blockchain-technology-traceability-green-electricity/
Cornwall Local Energy Market (LEM) - Centrica,"a trial funded by Centrica and the EU Regional Development Fund under the European Structural and Investment Funds Programme 2014-2020, developping a virtual marketplace that will provide participants with a platform to buy and sell energy and flexibility both to the grid and the wholesale energy market",https://www.centrica.com/innovation/cornwall-local-energy-market
Irene Energy,a blockchain start-up using the Stellar blockchain to bring radical transparency and increased efficiency to the electricity supply industry,https://irene.energy/
OneUp,"a start-up building blockchain products for corporates, working among others on p2p energy applications",https://www.oneup.company/
Powerpeers,a start-up linking up home energy producers with consumers wanting clean energy,https://www.powerpeers.nl/
Jouliette (Alliander),"a groundbreaking new blockchain-based energy sharing token, co-launched by Spectral and energy company Alliander. (Project seems inactive or has been aborted)",https://jouliette.net/
Green Running,"a UK company from experts in machine learning, creators of Verv, and bringing advanced insights into energy usage, which is pioneering peer-2-peer energy trading in the UK using AI tech",https://www.greenrunning.com/
Greeneum,"a decentralized P2P Blockchain based Marketplace platform, reinventing the way that the renewable energy ecosystem exchange values and the carbon footprint reduction is incentivized",https://www.greeneum.net/
Vector,"a New Zealand energy and technology company Vector, which signed an MOU with Australian blockchain energy company Power Ledger to deploy Power Ledger's energy trading platform, allowing people to buy and sell power without using an electricity retailer",https://www.vector.co.nz/
